	0
364	For det er faktisk efter vores opfattelse en beslutning af udenrigspolitisk rækkevidde.
365	Det vil regeringen tilsyneladende ikke være med til, i hvert fald ikke ifølge de tilkendegivelser, der er kommet i betænkningen.
366	Men jeg er nødt til at sige, at der er tale om en principielt voldsom ting, som man gør her, og det synes jeg Folketinget er nødt til at tænke over, når man stemmer om lidt.
367	Tak for det.
368	Er der flere, der ønsker at udtale sig?Da det ikke er tilfældet, er forhandlingen sluttet, og vi går til afstemning.
369	Der stemmes om ændringsforslag nr. 1 af et mindretal (SF), tiltrådt af et mindretal (S, EL, ALT og RV).Afstemningen er slut.
370	For stemte 53 (S, EL, ALT, RV og SF), imod stemte 57 (DF, V, LA og KF), [hverken for eller imod stemte 0].Ændringsforslaget er forkastet.
371	Der stemmes om ændringsforslag nr. 2 af et mindretal (SF), tiltrådt af et mindretal (S, EL, ALT og RV).Afstemningen er slut.
372	For stemte 54 (S, EL, ALT, RV og SF), imod stemte 56 (DF, V, LA og KF), [hverken for eller imod stemte 0].Ændringsforslaget er forkastet.
373	Der stemmes om ændringsforslag nr. 3 af et mindretal (SF), tiltrådt af et mindretal (EL, ALT og RV).Afstemningen er slut.
374	For stemte 24 (EL, ALT, RV og SF), imod stemte 85 (S, DF, V, LA og KF), [hverken for eller imod stemte 0].Forslaget er forkastet.
375	Jeg foreslår, at lovforslaget går direkte til tredje behandling uden fornyet udvalgsbehandling, og hvis ingen gør indsigelse, betragter jeg det som vedtaget.
376	Det er vedtaget.
377	Er der nogen, der ønsker at udtale sig?Der skal være ro i salen, selv om der ikke lige er afstemning, og man skal kunne høre, hvad der bliver sagt heroppefra.
378	Altså, jeg beder endnu en gang om ro i salen, og jeg beder om, at det bliver respekteret.
379	Ro i salen, tak.
380	Er der nogen, der ønsker at udtale sig? Hvis man ønsker at udtale sig, er det heroppe fra talerstolen.
381	Da det ikke er tilfældet, er forhandlingen sluttet, og vi går til afstemning.
382	Ønskes afstemning om ændringsforslag nr. 1-7, tiltrådt af et flertal?De er vedtaget.
383	Jeg foreslår, at lovforslaget går direkte til tredje behandling uden fornyet udvalgsbehandling.
384	Hvis ingen gør indsigelse, betragter jeg dette som vedtaget.
385	Det er vedtaget.
386	Forhandlingen er åbnet.
387	Værsgo.
388	Tak for det, formand.
389	Det er et beløb, der meget ligner det beløb, som den tidligere SR-regering foreslog i sit udspil til en vækstpakke.
390	Dengang fik vi at vide, at det var meget uambitiøst.
391	Nu er der gået 2 år, og den nuværende regering er så endelig kommet op på samme beløb.
392	Det vil jeg ikke bruge mere tid på andet end at sige, at nu er vi så her.
393	Jeg synes så, det er vigtigt at sige, at det, at vi så er her, for mig ikke er endemålet.
394	Nej, det er et stade, vi er på nu, for de penge, vi har kunnet finde, men dermed slutter arbejdet ikke for os i Socialdemokratiet.
395	Vi kan jo nemlig se, at man med de første pengepuljer, der er kommet ud, allerede nu har kunnet høste meget, meget gode erfaringer rundtomkring på øerne.
396	Og det gør simpelt hen en forskel, når det bliver økonomisk overkommeligt for en almindelig dansk familie at tage på ferie og besøge vores smukke øer.
397	Danmark er et ørige, og det har i alt for lang tid været sådan, at det simpelt hen har været for dyrt at besøge øerne.
398	Så derfor stemmer vi fra socialdemokratisk side for.
399	Det er også vigtigt at sige, at det med det her lovforslag ikke er sådan – i hvert fald ikke for mig at se – at vi så har indført trafikal ligestilling i Danmark.
400	Det har vi ikke.
401	Det er en tillempet trafikal ligestilling, og det er kun på nogle måneder af året.
402	Så det er stadig væk sådan, at der til den fulde trafikale ligestilling er et godt stykke vej endnu.
403	Tak til den socialdemokratiske ordfører.
404	Den næste ordfører er fru Mette Hjermind Dencker, Dansk Folkeparti.
405	Værsgo.
406	Så det er en rigtig god dag i dag.
407	Det er også i dag, jeg kigger tilbage på, hvad der egentlig er sket siden 2011, altså hvordan det her med den trafikale ligestilling egentlig kom i spil.
408	Vi oplever jo betalingsring rundt om hver eneste af vores øer.
409	Det tog jeg videre og rejste i en forespørgsel her i Folketingssalen i 2014, og så har det ellers taget fart lige siden i samarbejde med rigtig mange gode kolleger her i salen, som også er her i dag.
410	Så det var dejligt at se, at det virker, folk kommer, der kommer flere til øerne, og de lægger en masse penge på øerne, og det er vi rigtig glade for.
411	I Dansk Folkeparti vil vi gerne kæmpe for den fulde trafikale ligestilling; det skal ikke koste mere at sejle til en ø, end det koster at køre samme strækning på landeveje.
412	Det gælder for øvrigt også i højsæsonen.
413	Det koster heller ikke noget at gå på en landevej, og derfor synes vi heller ikke, at det er fair, at man skal betale for at være gående passager på færgerne.
414	Så der er plads til forbedringer i den her ordning, men det er et rigtig flot skridt, vi har taget, i den rigtige retning.
415	Men med den her mulighed, hvor man kan forvente turister hele året, er det altså også vigtigt, at man er klar til at tage imod dem hele året.
416	Vi glæder os i hvert fald over de resultater, der er kommet indtil videre, og vi glæder os rigtig meget til at se, hvad det her kan skabe fremadrettet.
417	Så tak for det gode samarbejde til alle mine kolleger hele vejen rundt i Folketingssalen for at få det her til at lykkes.
418	Tak til ordføreren.
419	Den næste ordfører er hr. Thomas Danielsen, Venstre.
420	Tak for det, formand.
421	I Venstre er vi meget optaget af at understøtte vækst og udvikling i hele landet, hvorfor færgebetjeningen til og fra de små øer er et centralt anliggende.
422	Og derfor laves der altså nu endnu en takstnedsættelse, som jeg håber hele Folketinget vil bakke op om.
423	Det er en takstnedsættelse, der er udmøntet af regeringen med opbakning fra Dansk Folkeparti i forbindelse med finanslovsaftalen for 2017.
424	Jeg håber, det bliver ligesom første gang, at regeringen lavede en takstnedsættelse, hvor det var alle partier i Folketinget, der stemte for, sådan at det vil ske i dette spørgsmål igen.
425	Vi tager også hånd om momsproblematikken, som har vist sig at reducere den reelle værdi af tilskuddet til nedsættelsen af færgetakster.
426	I Venstre mener vi, at det er hensigtsmæssigt at øge tilskuddet til nedsættelsen af færgetaksterne for ikkestatslige færgeruter, så tilskuddet får den optimale effekt.
427	Med lovforslaget mindsker vi således den trafikale ulighed ved at udbygge landevejsprincippet.
428	På den måde understøtter vi i højere grad den positive udvikling på de små øer, og derfor støtter Venstre naturligvis L 197, altså dette lovforslag.
429	Tak til Venstres ordfører.
430	Den næste ordfører er hr. Henning Hyllested, Enhedslisten.
431	Der er også bred enighed om, at det her er godt, og at det er et forslag på vej mod den såkaldte trafikale ligestilling.
432	Det er jo ikke der, hvor der er et pres for at få flere turister over, når vi nu skal begrænse perioden.
433	Så det er også en rigtig god del af lovforslaget.
434	Det er også godt, at problemerne med momsen bliver adresseret her og løst.
435	Den hidtidige ordning har, som også de foregående ordførere har gjort opmærksom på, været en kæmpemæssig succes med mærkbart flere besøgende rundtomkring på øerne.
436	Vi tror, det i høj grad skyldes, at man fik det lavet som en meget fleksibel ordning, som blev tilrettelagt efter lokale ønsker og behov.
437	Men det er også et meget godt bevis på, at lavere takster betyder flere rejsende.
438	Så kan man selvfølgelig undre sig over, hvorfor det synspunkt ikke rigtig kan trænge igennem, når vi for eksempel snakker togtrafik.
439	Men det er ikke det, vi skal diskutere i dag.
440	Det vil simpelt hen ikke være relevant på mange øer.
441	Det kan være alt muligt: flekstrafik, delebiler, øbiler – det kan være alle mulige ordninger.
442	Det vil jeg opfordre til i høj grad at kigge på, så man ikke drukner i biler de steder, hvor man kan tage biler med over.
443	Jeg mener, vi skal se på det.
444	Jeg mener, vi skal afklare det i udvalgsbehandlingen.
445	De pågældende har haft foretræde, og jeg synes, vi skylder dem at prøve at afklare det under udvalgsbehandlingen.
446	Holbæk er også undtaget fra at skulle have del i de nye midler.
447	Men ministeren siger også, sådan opfatter jeg det i hvert fald, at han vil fremrykke den evaluering, der ligger om 4 år, altså i 2020, til før 2020. Det synes jeg er rigtig godt.
448	Jeg synes, det var interessant i går på vores lille høring at høre ideerne om for eksempel et fælleskommunalt færgerederi, som blev gentaget.
449	Jeg tror, det var Svendborgs borgmester, der var inde på det.
450	Det er jo ting, som Enhedslisten tidligere har foreslået.
451	Det ville jo helt klart give nogle stordriftsfordele, ikke mindst administrativt, når man snakker færgebetjening af øerne.
452	Men det er jo ikke det, som lovforslaget her handler om.
453	Der har været rigtig mange gode kræfter, der har hjulpet med og presset på her – økommuner og små øer.
454	Vi har også presset på politisk.
455	Det er nødvendigt med et fortsat pres, hvis vi skal hele vejen igennem.
456	Men jeg noterer mig, at der er en stor, stor vilje her i Folketinget til at gennemføre den fulde trafikale ligestilling, så snart det er muligt.
457	Tak til ordføreren.
458	Den næste ordfører er hr. Villum Christensen, Liberal Alliance.
459	Hensigten med indførelsen af landevejsprincippet er jo som bekendt at understøtte væksten i landets økommuner bl.a. gennem øget turisme, som vi har hørt.
460	Liberal Alliance kan naturligvis støtte op om den her gradvise udvidelse, som vi behandler i dag.
461	Lovforslaget vil også, som det er fremgået af debatten, løse den her momsproblematik, som opstod som følge af det statslige tilskud.
462	Tilskuddet falder nemlig ind under momsloven, hvilket betyder, at afgifter æder værdien af tilskuddet, og det har jo ikke været meningen.
463	Det er derfor glædeligt, at man nu kan kompensere kommunerne, så tilskuddet kan virke fuldt ud efter hensigten.
464	Med disse ord støtter Liberal Alliance forslaget.
465	Tak til ordføreren.
466	Den næste ordfører er hr. René Gade, Alternativet.
467	Tak for det.
468	Jeg står her på vegne af min kollega hr. Roger Matthisen, som ikke kunne være her i dag.
469	Men jeg har lovet ham at sige meget, meget markant og tydeligt, at vi i den grad bakker op om lovforslaget.
470	Og det er glædeligt, at det ser ud til, at hele salen står bag.
471	Men det er bare for at sige, at vi har taget kronerne med, også når vi ligesom Enhedslisten fremfører, at vi egentlig godt ville have den fuldt implementeret.
472	Men respekt for, at det er et rigtig stærkt skridt på vejen.
473	Vi bakker op.
474	Tak for det. hr. Andreas Steenberg, Radikale Venstre.
475	Fra Radikale Venstre skal der lyde et stort tillykke til landets økommuner og småøer.
476	Jeg skal indrømme, at Radikale Venstre til at starte med, da vi var i regering, var temmelig påpasselige med at love at kaste os ind i kampen for det her landevejsprincip.
477	Vi troede, det var meget dyrt, men økommunerne holdt fast, øerne holdt fast, og der blev igangsat et arbejde, der viste, hvad det ville koste.
478	Og det viste sig, at det kunne man faktisk godt inden for en nogenlunde fornuftig økonomisk ramme.
479	Det kan et lille øsamfund ikke selv stå for.
480	Vi startede med i regeringen at sætte nogle penge af til at sætte godstaksterne ned.
481	Det viste sig så faktisk, at man for de penge også godt kunne begynde at se på taksterne for passagertrafik.
482	Og den nye regering har fået endnu flere penge, så nu kan vi jo så vedtage den her lov i dag, som gennemfører landevejsprincippet uden for skolernes sommerferie.
483	Jeg vil også gerne rose regeringen og ministerierne for at have løst den her momsproblematik, som kom bag på, tror jeg, alle de partier, der har været med i det her arbejde.
484	Lige pludselig kunne man ikke få så meget nedsættelse af taksterne for de penge, man havde afsat.
485	Det havde embedsapparatet ikke lige helt oplyst os om, da vi afsatte pengene.
486	Men lige pludselig skulle momsen altså regnes ind, og det har man altså fået løst.
487	Det synes jeg er godt gået, så vi alle sammen kan give de lavere takster til øerne, som vi jo sådan set havde stillet dem i udsigt, da vi troede noget andet om momsen.
488	Så vi er rigtig glade for det her lovforslag.
489	En stor ros til regeringen for det embedsmæssige arbejde omkring momsen.
490	Og vi stemmer for lovforslaget.
491	Tak til ordføreren.
492	Så er det hr. Karsten Hønge, Socialistisk Folkeparti.
493	Vi taler meget om, at vi vil have et Danmark, der hænger bedre sammen.
494	Der er jo snart ingen grænser for, hvor meget der bliver talt om udvikling af vores øer og landdistrikter.
495	Og i dag følger vi faktisk snakken op med handling.
496	Med det her lovforslag gør vi det langt billigere at besøge Danmarks fantastisk smukke øer.
497	Lavere priser på færgebilletterne vil give almindelige familier og turister langt bedre muligheder for at besøge øerne.
498	Det understøtter på den måde udviklingen af bl.a. turisterhvervet på øerne og hjælper med til at fastholde, at øerne bebos året rundt.
